State,Pollutant,Measure,Time,Value
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1978,0.6
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1979,0.5
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1980,0.9
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1981,0.7
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1982,0.4
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1983,0.5
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1984,0.5
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1985,0.5
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1986,0.7
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1987,0.7
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1988,0.7
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1989,0.5
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1990,0.7
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1991,1.4
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1992,2.2
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1993,2
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1994,2.1
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1995,2
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1996,3.4
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1997,3.4
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1998,3.3
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,1999,3
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2000,2.7
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2001,3.2
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2002,2.9
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2003,2.3
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2004,2
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2005,2.4
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2006,2.3
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2007,2.8
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2008,2.9
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2009,3
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2010,3.1
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2011,3.5
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2012,3.3
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2013,2.6
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2014,2.5
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2015,2.8
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2016,2.6
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2017,2.8
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2018,3.2
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2019,2.8
Rhode Island,Carbon Dioxide,million metric tons of carbon dioxide,2020,3.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1970,12.3
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1971,13.4
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1972,15.6
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1973,16.3
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1974,15
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1975,13
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1976,15.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1977,17.9
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1978,18.3
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1979,18.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1980,20.3
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1981,21.6
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1982,20.5
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1983,16.8
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1984,17.8
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1985,19
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1986,18.9
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1987,21.8
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1988,22.4
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1989,23.1
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1990,22.4
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1991,22.9
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1992,22.3
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1993,25.5
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1994,26
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1995,25.1
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1996,28.9
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1997,29.9
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1998,31.6
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,1999,34.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2000,37.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2001,35.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2002,36
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2003,36.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2004,39.4
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2005,40.4
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2006,40.4
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2007,42.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2008,42.3
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2009,37.8
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2010,41.3
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2011,38.3
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2012,33.7
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2013,28.5
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2014,32.8
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2015,29.5
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2016,27.7
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2017,25.2
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2018,28.8
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2019,25
South Carolina,Carbon Dioxide,million metric tons of carbon dioxide,2020,22.8
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1970,0.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1971,0.8
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1972,0.8
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1973,0.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1974,0.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1975,2.4
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1976,3.4
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1977,3.1
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1978,3.4
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1979,3.3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1980,3.3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1981,3.1
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1982,3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1983,2.6
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1984,2.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1985,2.8
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1986,2.4
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1987,1
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1988,2.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1989,2.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1990,3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1991,3.2
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1992,3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1993,2.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1994,3.2
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1995,3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1996,2.6
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1997,3.5
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1998,3.3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,1999,3.8
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2000,3.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2001,3.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2002,3.4
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2003,3.7
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2004,3.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2005,3.3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2006,3.5
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2007,3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2008,3.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2009,3.4
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2010,3.6
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2011,2.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2012,3.2
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2013,3.2
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2014,3
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2015,1.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2016,2.6
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2017,2.5
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2018,2.9
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2019,3.2
South Dakota,Carbon Dioxide,million metric tons of carbon dioxide,2020,2.3
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1970,32.6
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1971,30.5
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1972,37.2
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1973,45
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1974,38.7
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1975,40
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1976,48.8
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1977,47.4
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1978,48.6
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1979,44.4
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1980,48.2
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1981,45.4
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1982,37.3
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1983,42
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1984,43
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1985,47
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1986,47.8
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1987,47.3
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1988,48.3
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1989,44
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1990,47.5
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1991,44.7
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1992,47.1
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1993,55.7
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1994,49.4
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1995,54.5
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1996,53.1
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1997,56
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1998,54.7
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,1999,54.4
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2000,59.3
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2001,56.9
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2002,54.5
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2003,51.4
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2004,54
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2005,55.5
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2006,57.5
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2007,57.2
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2008,54.3
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2009,39.4
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2010,43.8
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2011,41
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2012,37.7
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2013,33.9
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2014,37.5
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2015,33.9
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2016,36.2
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2017,32.3
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2018,26.1
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2019,24
Tennessee,Carbon Dioxide,million metric tons of carbon dioxide,2020,19.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1970,57.9
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1971,63.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1972,72.9
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1973,77.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1974,81.4
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1975,85.2
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1976,91.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1977,105.5
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1978,118.9
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1979,127.2
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1980,143.2
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1981,148.9
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1982,152
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1983,156.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1984,162.9
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1985,167.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1986,164.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1987,166.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1988,173
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1989,185.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1990,183.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1991,183
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1992,180.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1993,197.1
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1994,190.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1995,191.1
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1996,201.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1997,206.2
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1998,215.5
Texas,Carbon Dioxide,million metric tons of carbon dioxide,1999,219.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2000,228.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2001,220.1
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2002,226.9
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2003,227
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2004,226.1
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2005,230.6
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2006,228.4
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2007,231
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2008,228.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2009,218
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2010,222.1
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2011,239.6
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2012,223.7
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2013,227.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2014,226.3
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2015,214.9
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2016,208.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2017,212.4
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2018,202.2
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2019,190.8
Texas,Carbon Dioxide,million metric tons of carbon dioxide,2020,176.9
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1970,2
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1971,2
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1972,2.1
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1973,2.7
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1974,3.2
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1975,4.8
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1976,3
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1977,6
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1978,7.4
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1979,9.7
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1980,11
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1981,11
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1982,11
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1983,11.5
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1984,12.5
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1985,14.3
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1986,14.8
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1987,24.8
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1988,27.5
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1989,28.4
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1990,29.8
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1991,28.3
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1992,30.5
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1993,31.1
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1994,32
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1995,30.2
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1996,30.5
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1997,31.4
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1998,32.4
Utah,Carbon Dioxide,million metric tons of carbon dioxide,1999,33.1
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2000,33.7
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2001,33.2
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2002,34.5
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2003,35.6
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2004,35.6
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2005,36.2
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2006,36.6
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2007,38.5
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2008,39
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2009,36.1
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2010,35.1
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2011,34
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2012,32.1
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2013,35.3
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2014,34.7
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2015,33.2
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2016,27.7
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2017,27.5
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2018,28.7
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2019,28.4
Utah,Carbon Dioxide,million metric tons of carbon dioxide,2020,26.4
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1970,0.3
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1971,0.2
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1972,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1973,0.2
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1974,0.2
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1975,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1976,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1977,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1978,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1979,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1980,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1981,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1982,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1983,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1984,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1985,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1986,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1987,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1988,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1989,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1990,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1991,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1992,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1993,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1994,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1995,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1996,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1997,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1998,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,1999,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2000,0.1
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2001,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2002,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2003,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2004,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2005,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2006,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2007,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2008,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2009,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2010,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2011,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2012,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2013,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2014,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2015,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2016,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2017,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2018,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2019,0
Vermont,Carbon Dioxide,million metric tons of carbon dioxide,2020,0
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1970,24.8
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1971,24.6
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1972,24.5
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1973,24.2
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1974,23.6
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1975,22
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1976,25.5
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1977,25.2
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1978,23.1
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1979,24.1
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1980,20.6
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1981,18.8
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1982,17.4
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1983,17.3
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1984,19
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1985,18.3
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1986,20.3
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1987,22.5
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1988,22.7
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1989,28.6
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1990,23.4
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1991,25.5
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1992,27.1
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1993,31.6
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1994,29.5
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1995,30.8
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1996,33.6
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1997,34.8
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1998,37.2
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,1999,38.7
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2000,43.4
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2001,42.8
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2002,42
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2003,41.6
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2004,41.3
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2005,42.1
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2006,37.5
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2007,42.1
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2008,36.8
Virginia,Carbon Dioxide,million metric tons of carbon dioxide,2009,31.6
